A/Alaska/21/2017|CY240078|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/210/2015|KX003981|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/22/2016|KX916787|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/234/2015|KX412307|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/24/2016|CY208927|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/253/2015|KU590525|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/254/2015|KU590533|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/29/2016|CY209127|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Alaska/31/2018|MH601270|PA_X|A|H1N1|USA|Human,0.97,Transmissible
A/Alaska/36/2016|CY214737|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/36/2018|MH600134|PA_X|A|H1N1|USA|Human,0.98,Transmissible
A/Alaska/46/2019|MT030886|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/52/2014|KT837109|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/62/2018|MK623029|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/65/2018|MK623958|PA_X|A|H3|USA|Human,0.98,Transmissible
A/Alaska/8102/2019|MK763393|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/9166/2019|MT638401|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/97/2017|MH131273|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Alaska/WRAIR1114P/2009|CY069380|PA_X|A|H1N1|USA|Human,0.98,Transmissible
A/Albany/1/1960|CY021938|PA_X|A|H2N2|USA|Human,0.99,Transmissible
A/Albany/1/1970|CY022943|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/1/65|AY209998|PA_X|A|H2N2|USA|Human,0.99,Transmissible
A/Albany/11/1968|CY019896|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/12/1951|CY021826|PA_X|A|H1N1|USA|Human,0.99,Transmissible
A/Albany/15/1976|CY021834|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Albany/17/1968|CY021114|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/18/1968|CY020530|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/2/1970|CY021090|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/3/1958|CY021074|PA_X|A|H2N2|USA|Human,0.98,Transmissible
A/Albany/3/1969|CY019920|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/3/1970|CY022951|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/4/1977|CY021106|PA_X|A|H3N2|USA|Human,0.98,Transmissible
A/Albany/4835/1948|CY019952|PA_X|A|H1N1|USA|Human,0.99,Transmissible
A/Albany/4836/1950|CY021706|PA_X|A|H1N1|USA|Human,0.98,Transmissible
A/Albany/6/1970|CY021122|PA_X|A|H3N2|USA|Human,0.99,Transmissible
A/Albany/9/1967|CY020522|PA_X|A|H2N2|USA|Human,0.99,Transmissible
A/Alchi/2/1968|KX879572|PA_X|A|H3N2|Japan|Human,0.91,Transmissible
A/Alegrete/LACENRS_1624/2014|KY925257|PA_X|A|H3N2|Brazil|Human,0.99,Transmissible
A/Alopochen_aegyptiacus/Belgium/3237_B6663/2017|MT406798|PA_X|A|H1N2|Belgium|Egyptian_Goose,0.01,Non-transmissible
A/American_black_duck/Alberta/118/2016|MF046265|PA_X|A|H10N7|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Alberta/238/2016|MF046211|PA_X|A|H1N1|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Alberta/307/2016|MF613719|PA_X|A|H4N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Illinois/3854/2009|CY097055|PA_X|A|H11N9|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/44411/532/2008|KP636477|PA_X|A|H3N8|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/ME_Y17_227/2017|MT421018|PA_X|A|H4N6|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/ME_Y17_335/2017|MT421042|PA_X|A|H4N6|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/UGAI15_7795/2015|MT421058|PA_X|A|H3N2|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/UGAI16_5397/2016|MT421066|PA_X|A|H3N8|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/UGAI16_5479/2016|MT421114|PA_X|A|H4N6|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maine/UGAI16_5507/2016|MT421130|PA_X|A|H4N6|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maryland/07OS2482/2007|CY190592|PA_X|A|H6N8|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maryland/08OS1725/2008|CY190688|PA_X|A|H8N4|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maryland/UGAI15_7932/2015|MT421183|PA_X|A|H4N9|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Maryland/UGAI15_8195/2015|MT421191|PA_X|A|H4N6|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/NB/2538/2007|EU500851|PA_X|A|H7N3|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00344/2010|CY138774|PA_X|A|H7N7|Canada|American_Black_Duck,0.02,Non-transmissible
A/American_black_duck/New_Brunswick/00470/2010|CY138903|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00519/2010|CY138062|PA_X|A|unknown|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00523/2010|CY139080|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00612/2010|CY139129|PA_X|A|H10N7|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00687/2010|CY139244|PA_X|A|H3N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00876/2010_mixed_|CY139341|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00949/2010|CY138078|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00952/2010|CY139456|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00955/2010|CY138086|PA_X|A|H4N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00986/2010|CY139510|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00987/2010|CY139519|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/00988/2010|CY139528|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02396/2007|CY128771|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02485/2007|CY129266|PA_X|A|H11N9|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02490/2007|CY129339|PA_X|A|H7N3|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02525/2007|CY129363|PA_X|A|H3N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02527/2007|CY129323|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/02659/2007|CY129083|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/03530/2009|CY128489|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/New_Brunswick/19350/2006|CY095423|PA_X|A|H3N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland_and_Labrador/26553/2007|CY095503|PA_X|A|H3N2|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/734/2008|KC492253|PA_X|A|H3N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/807/2008|KC492261|PA_X|A|H4N4|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/812/2008|KC492269|PA_X|A|H2N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/819/2008|KC492277|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/826/2008|KC492285|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/840/2008|KC492301|PA_X|A|H2N4|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Newfoundland/MW609/2010|KC492309|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/North_Carolina/675_075/2004|GU051138|PA_X|A|H3N2|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Nova_Scotia/02333/2007|CY128875|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Nova_Scotia/02333/2007|CY128874|PA_X|A|mixed|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Ohio/14OS0557/2014|CY204158|PA_X|A|H4N8|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Ohio/16OS0658/2016|KY284484|PA_X|A|H7N3|USA|American_Black_Duck,0.01,Non-transmissible
A/american_black_duck/Ohio/1823/2005|CY021250|PA_X|A|H11N9|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Prince_Edward_Island/02697/2007|CY128841|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Prince_Edward_Island/02708/2007|CY125635|PA_X|A|H4N6|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Prince_Edward_Island/14228/2006|CY095455|PA_X|A|H3N8|Canada|American_Black_Duck,0.01,Non-transmissible
A/American_Black_Duck/Virginia/AH0041816I.3.A/2016|MT819042|PA_X|A|H4N2|USA|American_Black_Duck,0.01,Non-transmissible
A/American_Black_Duck/Virginia/AH0070616S.3.B/2016|MN254398|PA_X|A|mixed|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Wisconsin/10OS3949/2010|CY133279|PA_X|A|H7N8|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Wisconsin/11OS3191/2011|CY166902|PA_X|A|H6N1|USA|American_Black_Duck,0.01,Non-transmissible
A/American_black_duck/Wisconsin/2542/2009|CY096983|PA_X|A|H4N2|USA|American_Black_Duck,0.01,Non-transmissible
A/American_coot/California/20116_002/2007|CY075946|PA_X|A|H7N3|USA|American_Coot,0.01,Non-transmissible
A/American_coot/Illinois/3405/2009|CY097164|PA_X|A|H10N3|USA|Coot,0.01,Non-transmissible
A/American_green_winged_teal/Arizona/A00115995/2009|KU289759|PA_X|A|H7N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Colorado/A00551331/2007|KU289767|PA_X|A|H7N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Utah/A00461135/2009|KU289839|PA_X|A|H7N1|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Utah/A00614935/2009|KU289863|PA_X|A|H7N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Utah/A00831743/2009|KU289876|PA_X|A|H7N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/137884/2009|KX714425|PA_X|A|H1N1|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/137916/2009|KX714449|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/14366/2006|KX714337|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/44160_020/2006|JX080968|PA_X|A|H10N7|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/44419_209/2008|JX080934|PA_X|A|H3N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/44419_241/2008|JX080944|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/44493_485/2009|JX080978|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Alaska/44493_527/2009|JX080937|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/44242_906/2007|CY076234|PA_X|A|H7N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/44287_066/2007|CY076346|PA_X|A|H11N9|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/44287_373/2007|CY076442|PA_X|A|H8N4|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/44287_395/2007|CY076026|PA_X|A|H8N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/AH0011959/2015|KY550754|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/California/AH0079678/2016|KY550824|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Colorado/AH0026688/2015|KY550848|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Idaho/AH0011443/2015|KY551330|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/08OS2713/2008|CY079473|PA_X|A|H10N7|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/10OS1598/2010|CY132922|PA_X|A|H4N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/10OS3329/2010|CY132978|PA_X|A|H7N7|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/10OS3343/2010|CY132994|PA_X|A|H2N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/10OS3589/2010|CY133018|PA_X|A|H6N2|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/10OS3662/2010|CY133534|PA_X|A|H11N2|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/11OS4814/2011|CY166391|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/12OS5103/2012|CY186680|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/14OS2079/2014|KY486855|PA_X|A|H4N8|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/3053/2009_mixed_|CY097191|PA_X|A|mixed|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Illinois/3054/2009|CY097200|PA_X|A|H1N2|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Indiana/AH0029607/2015|KY550887|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/10BM05436R0/2010|CY135760|PA_X|A|mixed|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/10BM07573R0/2010|CY143489|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/10BM08228R0/2010|CY143577|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/10BM16586R0/2010|CY125739|PA_X|A|mixed|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/11BM03165/2011|CY196150|PA_X|A|H2N9|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/11BM03661/2011|CY196231|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/11ML00038/2011|CY196648|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/3/2007|CY038385|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/7MP1049/2007|CY077385|PA_X|A|H3N8|USA|Green_Winged_Teal,0.02,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/7MP2225/2007|CY047032|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/9BM12714R1/2009|CY143449|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Interior_Alaska/9BM5041R0/2009|CY135532|PA_X|A|H4N6|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Manitoba/23884/2007|CY047685|PA_X|A|H4N6|Canada|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/11OS250/2011|CY133674|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/11OS255/2011|CY133682|PA_X|A|H7N7|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/11OS257/2011|CY133698|PA_X|A|H11N9|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/11OS5903/2011|CY166837|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/12OS191/2012|CY167180|PA_X|A|H5N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/12OS311/2012|CY167197|PA_X|A|H5N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/12OS405/2012|CY167245|PA_X|A|H10N7|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/15OS7984/2015|KY561168|PA_X|A|H3N8|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/15OS8008/2015|KY561219|PA_X|A|H11N3|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_Green_winged_Teal/Mississippi/18OS3629/2018|MN431172|PA_X|A|H11N9|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_Green_winged_Teal/Mississippi/18OS3718/2018|MN431162|PA_X|A|H1N3|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/383/2010|CY097156|PA_X|A|H11N9|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Mississippi/AH0076465/2016|KY550903|PA_X|A|H7N3|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/15OS4838/2015|KY583951|PA_X|A|H3N8|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/15OS4865/2015|KY284349|PA_X|A|H12N5|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/15OS6486/2015|KY561308|PA_X|A|H6N1|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/15OS6530/2015|KY583930|PA_X|A|H4N6|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/15OS6591/2015|KY561262|PA_X|A|H11N9|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/17OS3168/2017|MK237345|PA_X|A|H4N6|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/17OS3186/2017|MK237231|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Missouri/17OS3212/2017|MK236616|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_Green_winged_Teal/Missouri/17OS3221/2017|MT824853|PA_X|A|H3N8|USA|Eurasian_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Nevada/16_033700_1/2016|MH546202|PA_X|A|H5N2|USA|Green_Winged_Teal,0.02,Non-transmissible
A/American_Green_winged_Teal/North_Carolina/AH0118843S.3.A/2017|MN254420|PA_X|A|mixed|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_Green_winged_Teal/North_Dakota/AH0003567S.3.A/2015|MN254313|PA_X|A|H6N1|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_Green_winged_Teal/North_Dakota/AH0003568S.3.A/2015|MN254314|PA_X|A|H3N8|USA|Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/12OS2137/2012|CY186860|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/12OS4717/2012|CY186511|PA_X|A|unknown|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS1775/2013|KJ568192|PA_X|A|H4N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS1793/2013|KJ568056|PA_X|A|H6N1|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS1844/2013|KJ568248|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS1869/2013|KJ568016|PA_X|A|H10N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS2050/2013|KJ567880|PA_X|A|H4N6|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS2060/2013|KJ568080|PA_X|A|H6N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS2084/2013|KJ568112|PA_X|A|H6N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/13OS2106/2013|KJ568096|PA_X|A|H3N8|USA|American_Green_Winged_Teal,0.01,Non-transmissible
A/American_green_winged_teal/Ohio/15OS5188/2015|KY284409|PA_X|A|H1N1|USA|Eurasian_Teal,0.01,Non-transmissible
